0,6307703;0,9842553
0,6305678;0,9845842
0,630679;0,9845273
0,642441;0,9510811
0,6429585;0,9512935
0,6433477;0,9513524
0,6111565;0,9774251
0,6111715;0,977377
0,6107311;0,9761186
0,6343747;0,9349387
0,6343989;0,935159
0,6343067;0,9354173
0,6094394;0,9375918
0,6096492;0,9375703
0,6099473;0,9375464
0,627304;0,9229275
0,6272901;0,9238963
0,6273274;0,9233067
0,5607394;0,9852694
0,5612465;0,9850944
0,561417;0,9849959
0,5512819;0,9792575
0,5514936;0,9791423
0,5514256;0,9791825
0,5502864;0,9975908
0,550465;0,9977243
0,5504006;0,9976534
0,5720131;0,9677539
0,5716851;0,9673306
0,5719284;0,967564
0,5364687;0,9856213
0,5361171;0,9854121
0,5361448;0,9854352
0,6031622;0,9862614
0,6028638;0,9860816
0,6029916;0,9862599
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0,6043946;0,9834381
0,6040242;0,9831429
0,6042252;0,9832924
0,6044334;0,9687414
0,6040164;0,9689295
0,6042119;0,968846
0,6009757;0,9795308
0,6006951;0,9795586
0,6004168;0,9795808
0;0
0;0
0;0
0,6070322;0,9795989
0,6069959;0,9795925
0,6068159;0,9795253
0,6070322;0,9795989
0,6068159;0,9795253
0,6069021;0,9797521
0,6090721;0,9827588
0,608888;0,9827027
0,609072;0,9829665
0,6090199;0,9825755
0,6088857;0,9826707
0,6043874;0,9678694
0,6040648;0,9678107
0,6038507;0,9677891
0;0
0;0
0;0
0;0
0;0
0;0
0,5784039;0,9748501
0,577552;0,9748752
0,5780494;0,9748539
0,5861673;0,985572
0,5860754;0,985422
0,5859923;0,9852515
0,5546995;0,9433725
0,5547584;0,9429439
0,554679;0,9427664
0,5378069;0,9403946
0,5378057;0,9403635
0,5378062;0,9401597
0,547053;0,9378943
0,5474998;0,9379382
0,5472189;0,9379184
0,5506438;0,9376678
0,5505859;0,9374642
0,5505872;0,9371864
0,5263982;0,942789
0,5262416;0,9424383
0,5262869;0,9425585
0;0
0;0
0;0
0;0
0;0
0;0
0,543162;0,9195988
0,5431824;0,9195088
0,5432844;0,9193566
0,529065;0,9493819
0,5290051;0,9495004
0,5290341;0,9494712
0,5447252;0,9310282
0,5450929;0,9309548
0,5449152;0,931068
0,526376;0,9425309
0,5261228;0,9420962
0,5261263;0,9421151
0,5308917;0,9929713
0,531339;0,9926657
0,5310956;0,9920376
0,5291658;0,9928935
0,530827;0,9921415
0,5294105;0,9939977
0,5274205;0,9938605
0,5281008;0,9942337
0,5308917;0,9929713
0,5310956;0,9920376
0,530827;0,9921415
0,531339;0,9926657
0,531435;0,9918914
0,5315523;0,9923024
0,5315372;0,9930981
0,5318005;0,9925298
0,5314751;0,9917918
0,5317842;0,9921339
0,5316364;0,992169
0,5316558;0,9917492
0,5312821;0,9912711
0,5314815;0,9912192
0,5310983;0,9913343
0,5310956;0,9920376
0,5307118;0,9914523
0,530827;0,9921415
0,5301144;0,9917259
0,5304257;0,990929
0,5298662;0,9910869
0,5309876;0,99072
0,532133;0,9916634
0,5319749;0,9911552
0,5321969;0,9920137
0,5322267;0,9923458
0,5315372;0,9930981
0,5321594;0,9928948
0,5327482;0,9922562
0,5325962;0,9927323
0,5327546;0,9927559
0,5326622;0,9919688
0,5325801;0,9916549
0,5323933;0,9910394
0,5319628;0,9901465
0,5316106;0,9904473
0,531302;0,9894802
0,5313123;0,9891916
0,5306673;0,9885175
0,5305819;0,9889044
0,5312213;0,9897742
0,5309802;0,9897358
0,5312495;0,9905384
0,5308564;0,9897591
0,5310829;0,9906053
0,530702;0,9899177
0,5303003;0,9889401
0,5304257;0,990929
0,5303488;0,9901957
0,5298662;0,9910869
0,5299625;0,9897307
0,529864;0,9904649
0,5296268;0,9904501
0,6225338;0,9210631
0,6232824;0,921444
0,6231593;0,9210554
0,6120079;0,9196265
0,6116592;0,91991
0,612458;0,9203995
0,5303981;0,9889748
0,529887;0,9884373
0,5297326;0,9887311
0,6258211;0,9325609
0,6257558;0,9327703
0,6257725;0,9327056
0,6278513;0,9229722
0,627304;0,9229275
0,6273274;0,9233067
0,6278513;0,9229722
0,6273274;0,9233067
0,6273596;0,9231263
0,6386302;0,9318328
0,6383948;0,9318134
0,6385176;0,9318373
0,6076328;0,9682081
0,6075636;0,9681836
0,6073759;0,9681141
0,6189147;0,9682109
0,6189252;0,9683784
0,6186779;0,968653
0,6314331;0,9728526
0,6313152;0,9730096
0,6314324;0,9729728
0,6187817;0,9173418
0,6187967;0,9172347
0,618163;0,917271
0,6297616;0,9328443
0,6297758;0,9329163
0,6298086;0,9330239
0,6292782;0,9267261
0,628723;0,926737
0,628504;0,9266255
0,6343519;0,9282342
0,6344386;0,9282832
0,6342233;0,9277976
0,6209987;0,9516593
0,6208418;0,9515979
0,6206417;0,951607
0,6491454;0,9640203
0,64894;0,964095
0,6490459;0,9640509
0,6353688;0,974867
0,6353765;0,974654
0,6354091;0,9747133
0,6105639;0,9130458
0,6105395;0,9130034
0,6098387;0,9130988
0,534029;0,9744298
0,5334273;0,9743509
0,5341713;0,9745275
0,5692409;0,9864805
0,5691717;0,9857262
0,5691576;0,9857495
0,5720287;0,9679153
0,5719485;0,9674582
0,5720131;0,9677539
0,5717152;0,9730582
0,5717905;0,9730273
0,5718571;0,9728438
0,5703994;0,9892768
0,5704713;0,9892468
0,5703459;0,9892281
0,6066184;0,9718953
0,6060142;0,9715531
0,6061026;0,9717769
0,5919073;0,9816508
0,5919845;0,9815649
0,5918256;0,981612
0,5918357;0,9818428
0,5917786;0,9816866
0,5917638;0,9817175
0,5916929;0,9817696
0,5917932;0,9819461
0,5922003;0,9824058
0,5916047;0,981836
0,5913699;0,9817958
0,5921007;0,9825057
0,5925553;0,9830284
0,5916533;0,9820876
0,5914469;0,981901
0,5924216;0,9831104
0,5927935;0,9835073
0,5909319;0,9818377
0,5897573;0,981742
0,5913378;0,9819236
0,5911502;0,9822006
0,5908504;0,9821107
0,5918996;0,9827187
0,5926513;0,9835749
0,5930144;0,983957
0,5896811;0,9827216
0,5896581;0,9824899
0,5894851;0,9824586
0,5878285;0,9829601
0,5897892;0,9834757
0,588437;0,9839681
0,5912285;0,9829648
0,5921742;0,9833178
0,5928693;0,9840037
0,5932645;0,9844778
0,5931652;0,9844936
0,5915096;0,9836238
0,5923887;0,9837565
0,5926142;0,9841257
0,5901518;0,9841533
0,5917128;0,9840545
0,5921842;0,9844276
0,5929335;0,9844858
0,5933515;0,9848713
0,590403;0,9845703
0,5929322;0,9846564
0,5929694;0,9847534
0,5934306;0,9850386
0,5928941;0,9848453
0,5934042;0,9851895
0,59054;0,9848872
0,591876;0,984924
0,5927113;0,9851072
0,5933009;0,9855351
0,592475;0,9854264
0,5918522;0,9853042
0,5929933;0,9859493
0,592334;0,9856856
0,5925338;0,9861053
0,5922196;0,9861128
0,5923452;0,9862
0,592095;0,9856676
0,5921206;0,98611
0,5921797;0,9862861
0,5921517;0,9863015
0,5919864;0,9857135
0,592047;0,98615
0,5921033;0,9863354
0,5919152;0,9865365
0,5917068;0,985786
0,5917825;0,9863734
0,5914893;0,9870461
0,5913758;0,9869876
0,5909895;0,9877666
0,5908267;0,9876889
0,5907836;0,985604
0,5909571;0,9860448
0,5910891;0,9865693
0,5906387;0,9852156
0,5897439;0,9861556
0,5894124;0,9858297
0,590058;0,9865105
0,5902481;0,9870162
0,5911475;0,986924
0,5889719;0,9866998
0,590672;0,9873021
0,5902893;0,9875774
0,5902634;0,9879096
0,5899144;0,9875032
0,5897325;0,9879478
0,5893679;0,9868883
0,5893848;0,9871885
0,5894106;0,987461
0,5891892;0,98787
0,5885529;0,9878547
0,5886764;0,9872926
0,5886937;0,9874167
0,5886999;0,9875313
0,5884344;0,9875876
0,5883811;0,9878146
0,5884279;0,9875593
0,588428;0,9871405
0,5884166;0,9875147
0,5882314;0,9878128
0,5883228;0,9884635
0,5881381;0,9873328
0,5880816;0,9875835
0,5878717;0,9873321
0,5871258;0,9875409
0,5881669;0,9885067
0,5885041;0,989589
0,5872002;0,9870651
0,5862769;0,9864309
0,5873099;0,9868401
0,587568;0,9881398
0,5878965;0,9867871
